,Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Unit_Price,Payment_Method,Order_Status,City,Total_Amount,Year,Month,Day
10342,10343,1722,2024-03-06,Laptop,Accessories,18,1383.18,Debit Card,Completed,Delhi,24897.24,2024,3,6
10383,10384,8541,2024-03-12,Mobile,Clothing,1,1471.87,PayPal,Completed,Hyderabad,1471.87,2024,3,12
10390,10391,7989,2024-03-02,TV,Accessories,9,58.44,Credit Card,Returned,Mumbai,525.96,2024,3,2
10428,10429,9520,2024-03-14,Camera,Home Appliances,22,2189.88,Cash,Returned,Delhi,48177.36,2024,3,14
10445,10446,3666,2024-03-20,Camera,Home Appliances,9,2344.95,UPI,Completed,Kolkata,21104.55,2024,3,20
10465,10466,6423,2024-03-01,Tablet,Home Appliances,15,972.95,PayPal,Completed,Delhi,14594.25,2024,3,1
10496,10497,6803,2024-03-02,TV,Electronics,13,1984.09,UPI,Completed,Delhi,25793.17,2024,3,2
10510,10511,6213,2024-03-06,Shoes,Clothing,6,1422.16,Credit Card,Completed,Delhi,8532.96,2024,3,6
10522,10523,9992,2024-03-03,Laptop,Home Appliances,23,2089.66,Credit Card,Completed,Mumbai,48062.18,2024,3,3
10623,10624,7260,2024-03-22,Mobile,Clothing,16,1357.14,Debit Card,Returned,Bangalore,21714.24,2024,3,22
10631,10632,5592,2024-03-18,Camera,Home Appliances,16,2488.42,UPI,Completed,Delhi,39814.72,2024,3,18
10701,10702,1329,2024-03-21,Tablet,Electronics,20,1742.61,UPI,Returned,Mumbai,34852.2,2024,3,21
10743,10744,5050,2024-03-22,Camera,Electronics,8,2314.67,UPI,Completed,Hyderabad,18517.36,2024,3,22
10748,10749,3056,2024-03-28,Mobile,Home Appliances,23,476.75,UPI,Completed,Bangalore,10965.25,2024,3,28
10775,10776,2780,2024-03-02,Camera,Home Appliances,6,397.3,PayPal,Completed,Kolkata,2383.8,2024,3,2
10816,10817,4736,2024-03-28,Shoes,Clothing,16,2149.87,Cash,Completed,Mumbai,34397.92,2024,3,28
10887,10888,6400,2024-03-17,Camera,Accessories,15,2356.85,Credit Card,Completed,Mumbai,35352.75,2024,3,17
10950,10951,8727,2024-03-25,Shoes,Home Appliances,10,1799.67,Credit Card,Completed,Bangalore,17996.7,2024,3,25
10973,10974,5481,2024-03-12,Headphones,Clothing,14,517.76,PayPal,Completed,Pune,7248.64,2024,3,12
10974,10975,9440,2024-03-08,Laptop,Home Appliances,11,1954.31,Debit Card,Completed,Bangalore,21497.41,2024,3,8
11001,11002,3062,2024-03-21,Camera,Accessories,4,229.92,Debit Card,Cancelled,Chennai,919.68,2024,3,21
11063,11064,3015,2024-03-19,Shoes,Home Appliances,19,676.73,Cash,Completed,Chennai,12857.87,2024,3,19
11077,11078,9746,2024-03-22,Tablet,Clothing,23,2264.9,Cash,Completed,Mumbai,52092.7,2024,3,22
11103,11104,7862,2024-03-09,Shoes,Clothing,17,1234.16,UPI,Completed,Kolkata,20980.72,2024,3,9
11124,11125,1974,2024-03-21,Watch,Clothing,12,300.79,PayPal,Completed,Kolkata,3609.48,2024,3,21
11167,11168,6595,2024-03-14,TV,Accessories,20,1167.28,PayPal,Completed,Delhi,23345.6,2024,3,14
11201,11202,1071,2024-03-29,Laptop,Clothing,9,1870.81,Credit Card,Completed,Mumbai,16837.29,2024,3,29
11261,11262,7374,2024-03-01,Laptop,Accessories,22,2275.76,PayPal,Completed,Mumbai,50066.72,2024,3,1
11268,11269,1061,2024-03-27,Shoes,Clothing,8,250.84,PayPal,Cancelled,Pune,2006.72,2024,3,27
11291,11292,6510,2024-03-13,Watch,Electronics,20,1737.67,UPI,Completed,Pune,34753.4,2024,3,13
11326,11327,4291,2024-03-10,TV,Electronics,23,1902.4,PayPal,Completed,Kolkata,43755.2,2024,3,10
11328,11329,5537,2024-03-02,Mobile,Accessories,6,888.83,UPI,Completed,Hyderabad,5332.98,2024,3,2
11402,11403,4414,2024-03-02,Tablet,Clothing,18,541.54,Debit Card,Completed,Mumbai,9747.72,2024,3,2
11465,11466,9159,2024-03-07,Shoes,Electronics,9,206.01,Debit Card,Cancelled,Mumbai,1854.09,2024,3,7
11497,11498,6142,2024-03-21,Shoes,Accessories,17,226.91,Cash,Cancelled,Chennai,3857.47,2024,3,21
11516,11517,2935,2024-03-15,Camera,Home Appliances,23,2109.11,Debit Card,Completed,Delhi,48509.53,2024,3,15
11531,11532,2757,2024-03-03,Tablet,Accessories,12,1489.83,PayPal,Cancelled,Kolkata,17877.96,2024,3,3
11536,11537,1932,2024-03-29,Tablet,Accessories,1,1277.92,Credit Card,Completed,Bangalore,1277.92,2024,3,29
11549,11550,7318,2024-03-06,Watch,Clothing,24,1311.88,PayPal,Cancelled,Delhi,31485.12,2024,3,6
11552,11553,5280,2024-03-13,Camera,Electronics,19,609.31,Debit Card,Completed,Kolkata,11576.89,2024,3,13
11579,11580,4546,2024-03-24,Mobile,Clothing,9,1725.0,Credit Card,Completed,Delhi,15525.0,2024,3,24
11604,11605,5942,2024-03-22,Headphones,Electronics,9,2085.94,Cash,Returned,Delhi,18773.46,2024,3,22
11619,11620,6951,2024-03-12,Mobile,Clothing,9,2136.35,PayPal,Cancelled,Pune,19227.15,2024,3,12
11710,11711,8990,2024-03-03,Headphones,Clothing,13,1312.32,Debit Card,Completed,Delhi,17060.16,2024,3,3
11718,11719,9376,2024-03-21,Watch,Accessories,17,1512.85,Cash,Completed,Mumbai,25718.45,2024,3,21
11844,11845,1922,2024-03-09,Watch,Accessories,13,1195.3,Debit Card,Completed,Delhi,15538.9,2024,3,9
11864,11865,5407,2024-03-15,Mobile,Accessories,20,786.08,PayPal,Completed,Bangalore,15721.6,2024,3,15
11869,11870,8611,2024-03-28,Watch,Home Appliances,20,1316.38,Cash,Returned,Pune,26327.6,2024,3,28
11876,11877,5893,2024-03-19,Headphones,Electronics,21,2078.98,PayPal,Completed,Hyderabad,43658.58,2024,3,19
11942,11943,9472,2024-03-19,Laptop,Clothing,2,2071.0,Cash,Completed,Delhi,4142.0,2024,3,19
11968,11969,3852,2024-03-10,Laptop,Electronics,23,125.86,UPI,Completed,Bangalore,2894.78,2024,3,10
11975,11976,1435,2024-03-15,Watch,Accessories,20,2383.28,UPI,Returned,Delhi,47665.6,2024,3,15
12017,12018,3569,2024-03-07,TV,Accessories,24,1692.27,Cash,Completed,Delhi,40614.48,2024,3,7
12062,12063,4914,2024-03-12,Headphones,Home Appliances,2,1152.22,Cash,Completed,Hyderabad,2304.44,2024,3,12
12081,12082,5642,2024-03-29,Camera,Electronics,2,316.2,UPI,Completed,Chennai,632.4,2024,3,29
12143,12144,5927,2024-03-31,Watch,Electronics,19,1015.58,PayPal,Completed,Hyderabad,19296.02,2024,3,31
12150,12151,3846,2024-03-04,Mobile,Accessories,14,1803.72,Cash,Completed,Bangalore,25252.08,2024,3,4
12160,12161,6723,2024-03-24,Watch,Electronics,8,718.91,PayPal,Completed,Chennai,5751.28,2024,3,24
12171,12172,7321,2024-03-01,Laptop,Accessories,3,1244.84,UPI,Completed,Chennai,3734.52,2024,3,1
12175,12176,7643,2024-03-10,Camera,Electronics,23,2106.32,Cash,Returned,Pune,48445.36,2024,3,10
12181,12182,7787,2024-03-25,TV,Electronics,20,1659.2,UPI,Completed,Bangalore,33184.0,2024,3,25
12257,12258,9076,2024-03-28,Watch,Accessories,23,1065.22,UPI,Completed,Mumbai,24500.06,2024,3,28
12269,12270,8883,2024-03-15,Shoes,Home Appliances,16,327.94,Credit Card,Completed,Pune,5247.04,2024,3,15
12298,12299,8595,2024-03-01,Watch,Home Appliances,11,733.4,Cash,Completed,Pune,8067.4,2024,3,1
12394,12395,2284,2024-03-31,Laptop,Home Appliances,1,2219.95,PayPal,Completed,Bangalore,2219.95,2024,3,31
12420,12421,6297,2024-03-29,Shoes,Home Appliances,14,1862.17,UPI,Completed,Bangalore,26070.38,2024,3,29
12461,12462,3093,2024-03-15,TV,Home Appliances,3,2342.41,Credit Card,Completed,Pune,7027.23,2024,3,15
12462,12463,2701,2024-03-14,Camera,Home Appliances,18,1129.69,Credit Card,Completed,Pune,20334.42,2024,3,14
12517,12518,9792,2024-03-09,Mobile,Electronics,21,2313.95,Credit Card,Completed,Delhi,48592.95,2024,3,9
12539,12540,6480,2024-03-27,Mobile,Home Appliances,19,1704.21,Cash,Returned,Pune,32379.99,2024,3,27
12694,12695,5830,2024-03-15,Headphones,Clothing,23,2049.79,Cash,Completed,Delhi,47145.17,2024,3,15
12697,12698,4775,2024-03-05,Camera,Home Appliances,20,883.53,PayPal,Completed,Delhi,17670.6,2024,3,5
12733,12734,9988,2024-03-08,Headphones,Home Appliances,20,2416.43,PayPal,Completed,Pune,48328.6,2024,3,8
12795,12796,7947,2024-03-15,Tablet,Home Appliances,5,956.25,Debit Card,Completed,Pune,4781.25,2024,3,15
12837,12838,8662,2024-03-29,Shoes,Electronics,15,1162.39,Debit Card,Completed,Bangalore,17435.85,2024,3,29
12866,12867,9990,2024-03-27,Headphones,Electronics,24,1442.34,Cash,Completed,Chennai,34616.16,2024,3,27
12895,12896,3890,2024-03-29,Tablet,Electronics,23,679.17,Debit Card,Returned,Hyderabad,15620.91,2024,3,29
12923,12924,8054,2024-03-05,Shoes,Electronics,11,728.9,PayPal,Completed,Pune,8017.9,2024,3,5
12929,12930,3427,2024-03-26,Shoes,Home Appliances,24,1494.88,Debit Card,Completed,Kolkata,35877.12,2024,3,26
12932,12933,9754,2024-03-17,Headphones,Electronics,17,1093.44,Cash,Returned,Pune,18588.48,2024,3,17
12946,12947,3087,2024-03-07,TV,Accessories,24,382.47,PayPal,Completed,Chennai,9179.28,2024,3,7
12971,12972,4526,2024-03-13,Camera,Clothing,24,1000.8,Credit Card,Completed,Delhi,24019.2,2024,3,13
13006,13007,9728,2024-03-07,Camera,Accessories,11,2171.84,Credit Card,Completed,Hyderabad,23890.24,2024,3,7
13012,13013,6952,2024-03-21,Tablet,Home Appliances,10,421.33,Credit Card,Completed,Bangalore,4213.3,2024,3,21
13053,13054,4675,2024-03-23,Camera,Electronics,10,1267.64,Credit Card,Completed,Delhi,12676.4,2024,3,23
13142,13143,1449,2024-03-13,Watch,Electronics,10,369.79,Debit Card,Completed,Mumbai,3697.9,2024,3,13
13152,13153,7713,2024-03-30,Headphones,Electronics,4,286.78,Debit Card,Completed,Mumbai,1147.12,2024,3,30
13174,13175,2176,2024-03-20,Mobile,Electronics,5,1667.44,Cash,Cancelled,Bangalore,8337.2,2024,3,20
13208,13209,9125,2024-03-14,Mobile,Accessories,7,1933.24,Debit Card,Completed,Mumbai,13532.68,2024,3,14
13233,13234,5576,2024-03-06,Tablet,Electronics,1,57.51,Credit Card,Returned,Mumbai,57.51,2024,3,6
13291,13292,7716,2024-03-04,TV,Electronics,15,1677.23,Cash,Returned,Mumbai,25158.45,2024,3,4
13297,13298,4086,2024-03-09,Camera,Accessories,23,1039.02,Debit Card,Completed,Bangalore,23897.46,2024,3,9
13322,13323,4839,2024-03-03,Camera,Clothing,5,2037.65,UPI,Completed,Bangalore,10188.25,2024,3,3
13339,13340,7298,2024-03-17,Headphones,Electronics,2,201.18,Cash,Completed,Bangalore,402.36,2024,3,17
13340,13341,7629,2024-03-14,Watch,Accessories,18,1689.28,UPI,Returned,Pune,30407.04,2024,3,14
13351,13352,5301,2024-03-22,TV,Home Appliances,11,1787.83,Credit Card,Completed,Mumbai,19666.13,2024,3,22
13360,13361,6950,2024-03-31,Shoes,Accessories,24,1073.08,PayPal,Completed,Chennai,25753.92,2024,3,31
13371,13372,9985,2024-03-07,Shoes,Clothing,17,146.96,UPI,Completed,Kolkata,2498.32,2024,3,7
13389,13390,3824,2024-03-27,Laptop,Home Appliances,8,1641.27,Debit Card,Completed,Hyderabad,13130.16,2024,3,27
13399,13400,2513,2024-03-10,Watch,Clothing,19,2117.28,Debit Card,Completed,Hyderabad,40228.32,2024,3,10
13402,13403,8089,2024-03-03,Camera,Electronics,14,1377.69,Credit Card,Completed,Hyderabad,19287.66,2024,3,3
13415,13416,7168,2024-03-31,Watch,Electronics,14,2144.32,UPI,Completed,Hyderabad,30020.48,2024,3,31
13521,13522,8914,2024-03-10,Camera,Accessories,3,2078.57,Cash,Completed,Kolkata,6235.71,2024,3,10
13556,13557,5923,2024-03-11,Laptop,Home Appliances,4,268.3,Cash,Cancelled,Pune,1073.2,2024,3,11
13584,13585,9469,2024-03-11,Mobile,Home Appliances,21,2285.99,Credit Card,Returned,Hyderabad,48005.79,2024,3,11
13585,13586,7109,2024-03-25,TV,Accessories,1,2352.32,UPI,Completed,Mumbai,2352.32,2024,3,25
13611,13612,3774,2024-03-15,Tablet,Electronics,5,1160.47,Debit Card,Completed,Delhi,5802.35,2024,3,15
13642,13643,8141,2024-03-05,Camera,Clothing,10,1476.4,UPI,Completed,Hyderabad,14764.0,2024,3,5
13652,13653,2941,2024-03-09,TV,Electronics,2,1501.62,Cash,Returned,Mumbai,3003.24,2024,3,9
13696,13697,1241,2024-03-10,Shoes,Electronics,6,1846.27,Credit Card,Returned,Kolkata,11077.62,2024,3,10
13754,13755,6666,2024-03-14,Shoes,Accessories,7,35.74,Cash,Completed,Chennai,250.18,2024,3,14
13759,13760,8931,2024-03-26,Watch,Accessories,14,1766.32,UPI,Completed,Kolkata,24728.48,2024,3,26
13762,13763,9594,2024-03-10,Laptop,Home Appliances,16,2264.07,PayPal,Completed,Kolkata,36225.12,2024,3,10
13782,13783,8894,2024-03-14,Shoes,Electronics,12,869.45,Credit Card,Completed,Pune,10433.4,2024,3,14
13839,13840,3959,2024-03-11,Camera,Clothing,6,1839.81,Debit Card,Completed,Mumbai,11038.86,2024,3,11
13866,13867,1370,2024-03-13,Shoes,Clothing,11,333.15,PayPal,Completed,Mumbai,3664.65,2024,3,13
13887,13888,9541,2024-03-27,Laptop,Electronics,6,751.41,Debit Card,Completed,Bangalore,4508.46,2024,3,27
13932,13933,2421,2024-03-04,Laptop,Home Appliances,14,2412.45,Cash,Cancelled,Hyderabad,33774.3,2024,3,4
13964,13965,6176,2024-03-07,Tablet,Accessories,23,55.5,UPI,Completed,Delhi,1276.5,2024,3,7
13994,13995,4731,2024-03-06,Shoes,Clothing,8,1131.4,PayPal,Completed,Hyderabad,9051.2,2024,3,6
14018,14019,4975,2024-03-02,Watch,Home Appliances,1,1724.69,PayPal,Completed,Mumbai,1724.69,2024,3,2
14044,14045,1944,2024-03-07,Tablet,Electronics,21,2079.7,UPI,Completed,Pune,43673.7,2024,3,7
14165,14166,4600,2024-03-05,Camera,Home Appliances,24,2018.1,PayPal,Completed,Pune,48434.4,2024,3,5
14172,14173,6748,2024-03-15,Headphones,Clothing,4,1566.49,Debit Card,Cancelled,Bangalore,6265.96,2024,3,15
14345,14346,7023,2024-03-13,Laptop,Clothing,14,355.42,PayPal,Completed,Delhi,4975.88,2024,3,13
14349,14350,8019,2024-03-08,Watch,Home Appliances,1,2223.31,Credit Card,Completed,Hyderabad,2223.31,2024,3,8
14373,14374,3178,2024-03-26,TV,Accessories,9,702.28,Debit Card,Completed,Hyderabad,6320.52,2024,3,26
14412,14413,1391,2024-03-29,Camera,Clothing,16,366.01,Credit Card,Completed,Bangalore,5856.16,2024,3,29
14429,14430,1128,2024-03-18,Headphones,Clothing,23,790.73,Credit Card,Completed,Hyderabad,18186.79,2024,3,18
14438,14439,3193,2024-03-23,TV,Clothing,22,233.39,Debit Card,Completed,Chennai,5134.58,2024,3,23
14452,14453,7716,2024-03-31,Camera,Clothing,8,574.81,Debit Card,Returned,Mumbai,4598.48,2024,3,31
14454,14455,9679,2024-03-30,Camera,Home Appliances,10,649.54,Cash,Completed,Delhi,6495.4,2024,3,30
14496,14497,3939,2024-03-26,Shoes,Accessories,23,376.98,PayPal,Completed,Delhi,8670.54,2024,3,26
14516,14517,9268,2024-03-05,Tablet,Home Appliances,8,1884.67,Cash,Completed,Pune,15077.36,2024,3,5
14545,14546,4143,2024-03-07,Headphones,Accessories,17,1974.65,UPI,Returned,Pune,33569.05,2024,3,7
14596,14597,1508,2024-03-05,Shoes,Home Appliances,12,315.01,Credit Card,Completed,Chennai,3780.12,2024,3,5
14597,14598,8319,2024-03-20,Mobile,Electronics,22,1009.74,Cash,Completed,Pune,22214.28,2024,3,20
14608,14609,3284,2024-03-11,Watch,Clothing,16,228.92,PayPal,Cancelled,Mumbai,3662.72,2024,3,11
14620,14621,7827,2024-03-20,Mobile,Electronics,10,2475.09,Cash,Completed,Delhi,24750.9,2024,3,20
14644,14645,6129,2024-03-11,Tablet,Home Appliances,16,2216.17,Credit Card,Completed,Kolkata,35458.72,2024,3,11
14647,14648,5808,2024-03-09,Watch,Electronics,8,177.72,Credit Card,Completed,Chennai,1421.76,2024,3,9
14662,14663,4415,2024-03-17,TV,Clothing,2,1031.73,PayPal,Completed,Bangalore,2063.46,2024,3,17
14689,14690,2969,2024-03-15,Camera,Clothing,21,500.24,Cash,Completed,Kolkata,10505.04,2024,3,15
14708,14709,4025,2024-03-20,Camera,Accessories,9,1914.84,Debit Card,Completed,Bangalore,17233.56,2024,3,20
14725,14726,6484,2024-03-13,Camera,Home Appliances,2,2392.1,Debit Card,Returned,Delhi,4784.2,2024,3,13
14766,14767,1553,2024-03-17,Laptop,Clothing,3,239.93,Credit Card,Completed,Delhi,719.79,2024,3,17
14772,14773,4493,2024-03-11,Camera,Home Appliances,9,852.59,Credit Card,Completed,Pune,7673.31,2024,3,11
14797,14798,7092,2024-03-04,Shoes,Electronics,9,669.97,Debit Card,Completed,Kolkata,6029.73,2024,3,4
14815,14816,7476,2024-03-31,Laptop,Clothing,9,1399.56,UPI,Completed,Hyderabad,12596.04,2024,3,31
14900,14901,2905,2024-03-19,Watch,Clothing,4,421.86,Credit Card,Completed,Delhi,1687.44,2024,3,19
14912,14913,4412,2024-03-23,Mobile,Clothing,5,768.32,Cash,Cancelled,Delhi,3841.6,2024,3,23
14968,14969,3977,2024-03-30,Shoes,Clothing,1,1789.01,UPI,Completed,Mumbai,1789.01,2024,3,30
15035,15036,6830,2024-03-24,Watch,Clothing,3,769.6,UPI,Returned,Pune,2308.8,2024,3,24
15087,15088,5411,2024-03-06,Laptop,Electronics,6,2104.04,Credit Card,Completed,Delhi,12624.24,2024,3,6
15112,15113,2359,2024-03-07,Laptop,Electronics,19,2333.56,Debit Card,Completed,Hyderabad,44337.64,2024,3,7
15116,15117,1471,2024-03-15,Shoes,Accessories,6,616.75,Debit Card,Completed,Hyderabad,3700.5,2024,3,15
15120,15121,4948,2024-03-07,Mobile,Home Appliances,18,565.94,Credit Card,Completed,Delhi,10186.92,2024,3,7
15123,15124,5921,2024-03-30,Laptop,Accessories,21,1809.23,UPI,Completed,Bangalore,37993.83,2024,3,30
15210,15211,6830,2024-03-28,Camera,Accessories,11,941.05,PayPal,Completed,Hyderabad,10351.55,2024,3,28
15231,15232,4577,2024-03-28,Mobile,Home Appliances,12,370.97,Cash,Completed,Pune,4451.64,2024,3,28
15238,15239,6828,2024-03-23,TV,Accessories,16,1310.06,UPI,Completed,Bangalore,20960.96,2024,3,23
15253,15254,7687,2024-03-04,Camera,Clothing,16,1978.24,Cash,Completed,Mumbai,31651.84,2024,3,4
15273,15274,8279,2024-03-20,Headphones,Accessories,13,2412.18,UPI,Completed,Bangalore,31358.34,2024,3,20
15311,15312,8288,2024-03-27,Headphones,Clothing,21,477.24,Debit Card,Completed,Chennai,10022.04,2024,3,27
15331,15332,6340,2024-03-21,Shoes,Accessories,9,1729.14,Cash,Completed,Delhi,15562.26,2024,3,21
15347,15348,6740,2024-03-28,Laptop,Clothing,12,1367.9,Debit Card,Returned,Bangalore,16414.8,2024,3,28
15357,15358,5086,2024-03-25,Laptop,Accessories,3,849.05,Credit Card,Completed,Pune,2547.15,2024,3,25
15374,15375,8097,2024-03-07,Tablet,Electronics,23,1909.77,UPI,Completed,Delhi,43924.71,2024,3,7
15382,15383,5930,2024-03-11,Headphones,Electronics,8,1040.87,Cash,Completed,Kolkata,8326.96,2024,3,11
15394,15395,8935,2024-03-15,Watch,Accessories,16,2154.67,UPI,Completed,Kolkata,34474.72,2024,3,15
15408,15409,2460,2024-03-28,Shoes,Home Appliances,18,571.16,Debit Card,Completed,Kolkata,10280.88,2024,3,28
15412,15413,6846,2024-03-03,Mobile,Home Appliances,11,2019.83,Cash,Completed,Pune,22218.13,2024,3,3
15475,15476,5494,2024-03-18,TV,Accessories,22,229.38,UPI,Completed,Mumbai,5046.36,2024,3,18
15476,15477,4572,2024-03-10,Headphones,Electronics,21,2186.4,PayPal,Completed,Pune,45914.4,2024,3,10
15484,15485,7240,2024-03-12,TV,Accessories,17,73.85,Credit Card,Returned,Delhi,1255.45,2024,3,12
15504,15505,9380,2024-03-17,Mobile,Electronics,8,1012.5,Debit Card,Completed,Delhi,8100.0,2024,3,17
15552,15553,7641,2024-03-01,Camera,Clothing,15,1078.9,Credit Card,Completed,Pune,16183.5,2024,3,1
15592,15593,8875,2024-03-28,TV,Accessories,13,1633.41,Cash,Completed,Chennai,21234.33,2024,3,28
15601,15602,5365,2024-03-22,TV,Accessories,7,2192.43,Debit Card,Cancelled,Pune,15347.01,2024,3,22
15712,15713,1024,2024-03-13,Headphones,Accessories,10,1547.09,Credit Card,Cancelled,Hyderabad,15470.9,2024,3,13
15725,15726,8450,2024-03-03,Shoes,Electronics,17,2267.63,PayPal,Completed,Pune,38549.71,2024,3,3
15738,15739,1654,2024-03-21,Mobile,Electronics,21,2103.44,Debit Card,Cancelled,Kolkata,44172.24,2024,3,21
15746,15747,2085,2024-03-10,Laptop,Home Appliances,19,393.99,PayPal,Completed,Delhi,7485.81,2024,3,10
15754,15755,1242,2024-03-01,Tablet,Accessories,19,2003.27,PayPal,Completed,Hyderabad,38062.13,2024,3,1
15761,15762,7854,2024-03-31,Watch,Home Appliances,15,1210.41,Credit Card,Cancelled,Pune,18156.15,2024,3,31
15773,15774,6243,2024-03-28,TV,Electronics,8,966.37,PayPal,Completed,Pune,7730.96,2024,3,28
15804,15805,1568,2024-03-17,Mobile,Home Appliances,18,1105.26,UPI,Cancelled,Mumbai,19894.68,2024,3,17
15813,15814,4574,2024-03-12,Laptop,Home Appliances,7,352.88,Cash,Completed,Mumbai,2470.16,2024,3,12
15850,15851,6709,2024-03-16,Camera,Electronics,8,837.59,Credit Card,Completed,Pune,6700.72,2024,3,16
15855,15856,6129,2024-03-13,TV,Clothing,1,494.79,Cash,Cancelled,Bangalore,494.79,2024,3,13
15874,15875,6743,2024-03-02,Tablet,Clothing,22,1171.62,Credit Card,Completed,Mumbai,25775.64,2024,3,2
15912,15913,4479,2024-03-03,Shoes,Electronics,18,1080.96,Cash,Completed,Bangalore,19457.28,2024,3,3
15913,15914,1051,2024-03-30,Headphones,Clothing,14,1312.13,Cash,Completed,Hyderabad,18369.82,2024,3,30
15919,15920,6765,2024-03-14,Headphones,Clothing,7,486.2,Credit Card,Completed,Mumbai,3403.4,2024,3,14
16011,16012,7843,2024-03-21,Shoes,Clothing,13,1251.45,Cash,Completed,Delhi,16268.85,2024,3,21
16018,16019,9298,2024-03-16,Watch,Clothing,1,2048.81,Debit Card,Cancelled,Chennai,2048.81,2024,3,16
16023,16024,3799,2024-03-28,Laptop,Home Appliances,2,2243.41,UPI,Completed,Hyderabad,4486.82,2024,3,28
16080,16081,3182,2024-03-02,TV,Electronics,3,1545.33,UPI,Completed,Delhi,4635.99,2024,3,2
16082,16083,9837,2024-03-27,Shoes,Clothing,5,978.53,UPI,Completed,Hyderabad,4892.65,2024,3,27
16109,16110,4943,2024-03-31,Laptop,Accessories,13,416.35,Cash,Cancelled,Kolkata,5412.55,2024,3,31
16135,16136,3161,2024-03-24,TV,Accessories,4,1628.19,Cash,Completed,Bangalore,6512.76,2024,3,24
16166,16167,6387,2024-03-01,Laptop,Clothing,6,2311.52,UPI,Cancelled,Kolkata,13869.12,2024,3,1
16185,16186,9368,2024-03-12,Watch,Accessories,20,1381.01,UPI,Completed,Hyderabad,27620.2,2024,3,12
16192,16193,9788,2024-03-22,TV,Clothing,23,1485.47,Debit Card,Cancelled,Chennai,34165.81,2024,3,22
16193,16194,6873,2024-03-02,Tablet,Clothing,18,1697.3,UPI,Returned,Pune,30551.4,2024,3,2
16201,16202,3247,2024-03-29,Camera,Clothing,3,2171.1,Debit Card,Cancelled,Pune,6513.3,2024,3,29
16223,16224,9734,2024-03-08,Tablet,Accessories,5,1603.95,Cash,Cancelled,Delhi,8019.75,2024,3,8
16224,16225,5417,2024-03-23,Watch,Electronics,12,2242.01,PayPal,Completed,Hyderabad,26904.12,2024,3,23
16231,16232,5585,2024-03-05,Headphones,Accessories,20,1511.47,Debit Card,Returned,Pune,30229.4,2024,3,5
16246,16247,7549,2024-03-08,Mobile,Home Appliances,14,267.18,Credit Card,Completed,Pune,3740.52,2024,3,8
16253,16254,6446,2024-03-27,Laptop,Electronics,7,531.13,PayPal,Completed,Mumbai,3717.91,2024,3,27
16287,16288,2249,2024-03-08,Shoes,Electronics,9,1883.22,PayPal,Completed,Pune,16948.98,2024,3,8
16312,16313,1131,2024-03-27,Laptop,Accessories,15,1907.46,Credit Card,Completed,Pune,28611.9,2024,3,27
16314,16315,7516,2024-03-02,Tablet,Accessories,5,1677.21,PayPal,Cancelled,Kolkata,8386.05,2024,3,2
16331,16332,1947,2024-03-25,Mobile,Electronics,21,819.58,Debit Card,Completed,Delhi,17211.18,2024,3,25
16341,16342,7089,2024-03-31,Camera,Home Appliances,7,40.08,UPI,Returned,Pune,280.56,2024,3,31
16350,16351,3946,2024-03-29,Watch,Clothing,13,2084.07,UPI,Completed,Kolkata,27092.91,2024,3,29
16436,16437,5904,2024-03-29,TV,Home Appliances,5,680.12,Credit Card,Completed,Bangalore,3400.6,2024,3,29
16439,16440,9939,2024-03-28,Headphones,Home Appliances,4,1581.65,UPI,Completed,Pune,6326.6,2024,3,28
16448,16449,8188,2024-03-07,Mobile,Home Appliances,21,1987.89,PayPal,Completed,Delhi,41745.69,2024,3,7
16462,16463,3886,2024-03-22,Laptop,Home Appliances,6,71.7,Debit Card,Completed,Mumbai,430.2,2024,3,22
16492,16493,5307,2024-03-18,Tablet,Home Appliances,11,1791.44,UPI,Cancelled,Kolkata,19705.84,2024,3,18
16494,16495,1184,2024-03-29,Tablet,Home Appliances,13,1360.46,Debit Card,Completed,Mumbai,17685.98,2024,3,29
16508,16509,5053,2024-03-28,Laptop,Clothing,19,952.96,Debit Card,Cancelled,Bangalore,18106.24,2024,3,28
16517,16518,7255,2024-03-25,Camera,Home Appliances,1,2166.95,UPI,Completed,Delhi,2166.95,2024,3,25
16559,16560,4390,2024-03-11,Shoes,Accessories,19,1412.37,Credit Card,Completed,Delhi,26835.03,2024,3,11
16568,16569,9064,2024-03-23,TV,Home Appliances,10,1698.59,Debit Card,Completed,Mumbai,16985.9,2024,3,23
16575,16576,5773,2024-03-14,Tablet,Electronics,13,826.04,Cash,Completed,Bangalore,10738.52,2024,3,14
16579,16580,5606,2024-03-03,Mobile,Home Appliances,21,1701.48,Credit Card,Completed,Kolkata,35731.08,2024,3,3
16612,16613,2638,2024-03-06,Watch,Clothing,2,2160.54,UPI,Completed,Bangalore,4321.08,2024,3,6
16670,16671,2859,2024-03-12,Headphones,Home Appliances,24,184.39,UPI,Completed,Hyderabad,4425.36,2024,3,12
16689,16690,4618,2024-03-15,Headphones,Clothing,17,793.13,PayPal,Returned,Bangalore,13483.21,2024,3,15
16698,16699,8589,2024-03-15,TV,Home Appliances,11,1846.04,Credit Card,Completed,Bangalore,20306.44,2024,3,15
16709,16710,8177,2024-03-30,Mobile,Home Appliances,14,1232.86,UPI,Completed,Kolkata,17260.04,2024,3,30
