,Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Unit_Price,Payment_Method,Order_Status,City,Total_Amount,Year,Month,Day
6482,6483,5541,2023-08-24,Watch,Electronics,2,2153.32,Debit Card,Completed,Pune,4306.64,2023,8,24
6483,6484,4257,2023-03-18,Camera,Electronics,6,1959.43,PayPal,Completed,Kolkata,11756.58,2023,3,18
6484,6485,7213,2024-07-23,Watch,Electronics,9,476.53,Debit Card,Cancelled,Kolkata,4288.77,2024,7,23
6486,6487,2561,2024-04-05,Tablet,Electronics,17,1297.31,Cash,Completed,Chennai,22054.27,2024,4,5
6500,6501,8064,2023-06-17,TV,Electronics,17,563.79,Debit Card,Completed,Pune,9584.43,2023,6,17
6503,6504,6153,2024-02-20,Headphones,Electronics,22,2103.67,Cash,Completed,Kolkata,46280.74,2024,2,20
6506,6507,8610,2024-08-23,Camera,Electronics,17,1374.11,PayPal,Returned,Pune,23359.87,2024,8,23
6509,6510,6522,2023-01-16,Shoes,Electronics,19,2386.19,Cash,Completed,Chennai,45337.61,2023,1,16
6513,6514,1328,2024-12-12,TV,Electronics,11,1478.37,Credit Card,Completed,Mumbai,16262.07,2024,12,12
6515,6516,5228,2023-07-24,Mobile,Electronics,11,2246.55,UPI,Returned,Chennai,24712.05,2023,7,24
6519,6520,1964,2023-01-19,TV,Electronics,18,1810.93,UPI,Returned,Pune,32596.74,2023,1,19
6536,6537,6839,2023-08-04,Headphones,Electronics,17,1317.94,Debit Card,Completed,Hyderabad,22404.98,2023,8,4
6537,6538,6791,2023-12-25,Camera,Electronics,18,1248.98,Cash,Completed,Delhi,22481.64,2023,12,25
6539,6540,9961,2023-10-11,Mobile,Electronics,7,1652.34,Debit Card,Completed,Hyderabad,11566.38,2023,10,11
6542,6543,2906,2023-01-24,TV,Electronics,13,1067.6,Debit Card,Completed,Pune,13878.8,2023,1,24
6543,6544,8399,2023-08-20,Headphones,Electronics,13,2081.75,UPI,Completed,Mumbai,27062.75,2023,8,20
6548,6549,2416,2023-11-14,Shoes,Electronics,6,2360.86,Debit Card,Completed,Mumbai,14165.16,2023,11,14
6562,6563,1075,2024-01-05,Shoes,Electronics,22,2053.14,UPI,Completed,Pune,45169.08,2024,1,5
6565,6566,6057,2023-04-29,Tablet,Electronics,13,848.56,Debit Card,Returned,Kolkata,11031.28,2023,4,29
6570,6571,1392,2024-10-08,TV,Electronics,23,891.41,Debit Card,Completed,Kolkata,20502.43,2024,10,8
6572,6573,5362,2023-03-05,Watch,Electronics,12,1748.74,Credit Card,Completed,Bangalore,20984.88,2023,3,5
6575,6576,6057,2023-11-13,Mobile,Electronics,20,1409.09,Cash,Completed,Delhi,28181.8,2023,11,13
6578,6579,7566,2023-10-09,Camera,Electronics,24,388.69,Cash,Completed,Hyderabad,9328.56,2023,10,9
6579,6580,4677,2024-02-08,Watch,Electronics,14,987.17,Credit Card,Completed,Kolkata,13820.38,2024,2,8
6587,6588,9808,2023-08-20,Shoes,Electronics,3,1969.87,Cash,Completed,Kolkata,5909.61,2023,8,20
6596,6597,5133,2024-07-10,Shoes,Electronics,18,947.58,Debit Card,Returned,Chennai,17056.44,2024,7,10
6600,6601,1453,2024-06-06,Shoes,Electronics,16,705.22,Credit Card,Completed,Chennai,11283.52,2024,6,6
6616,6617,3868,2023-07-20,Watch,Electronics,10,1315.06,UPI,Returned,Mumbai,13150.6,2023,7,20
6617,6618,2438,2024-01-24,TV,Electronics,15,1302.97,UPI,Completed,Kolkata,19544.55,2024,1,24
6618,6619,4543,2023-11-19,Shoes,Electronics,7,1919.55,Debit Card,Cancelled,Pune,13436.85,2023,11,19
6619,6620,2781,2023-12-11,Camera,Electronics,9,1053.83,Cash,Completed,Kolkata,9484.47,2023,12,11
6622,6623,1211,2024-09-12,TV,Electronics,10,2174.57,UPI,Completed,Bangalore,21745.7,2024,9,12
6626,6627,1331,2024-03-25,Mobile,Electronics,19,2480.71,Cash,Returned,Chennai,47133.49,2024,3,25
6627,6628,7860,2024-06-06,Mobile,Electronics,6,883.61,Debit Card,Completed,Hyderabad,5301.66,2024,6,6
6628,6629,9044,2023-04-05,Tablet,Electronics,22,2190.71,PayPal,Returned,Bangalore,48195.62,2023,4,5
6631,6632,6720,2024-07-19,TV,Electronics,18,898.84,UPI,Returned,Kolkata,16179.12,2024,7,19
6637,6638,7614,2024-05-15,Tablet,Electronics,18,1814.58,Debit Card,Completed,Pune,32662.44,2024,5,15
6641,6642,9995,2023-12-05,Tablet,Electronics,17,2299.83,Debit Card,Completed,Chennai,39097.11,2023,12,5
6646,6647,5241,2023-03-08,Mobile,Electronics,16,1018.67,Debit Card,Completed,Hyderabad,16298.72,2023,3,8
6648,6649,5155,2023-06-24,Laptop,Electronics,20,530.94,Debit Card,Completed,Kolkata,10618.8,2023,6,24
6652,6653,6660,2024-12-11,Laptop,Electronics,24,238.75,Cash,Completed,Bangalore,5730.0,2024,12,11
6658,6659,5700,2023-02-07,TV,Electronics,10,2037.96,Debit Card,Completed,Mumbai,20379.6,2023,2,7
6661,6662,8526,2023-05-21,Headphones,Electronics,13,1014.69,PayPal,Completed,Delhi,13190.97,2023,5,21
6662,6663,6559,2023-04-07,Shoes,Electronics,4,1310.46,Cash,Completed,Bangalore,5241.84,2023,4,7
6666,6667,7944,2023-12-20,Laptop,Electronics,23,2288.02,Cash,Completed,Chennai,52624.46,2023,12,20
6669,6670,2096,2024-01-03,Headphones,Electronics,13,1661.76,Credit Card,Completed,Hyderabad,21602.88,2024,1,3
6671,6672,8799,2023-09-22,Watch,Electronics,23,808.09,Cash,Completed,Kolkata,18586.07,2023,9,22
6672,6673,9804,2024-11-02,Laptop,Electronics,24,2353.0,Cash,Completed,Bangalore,56472.0,2024,11,2
6678,6679,6519,2023-02-06,Mobile,Electronics,23,1696.63,Credit Card,Completed,Hyderabad,39022.49,2023,2,6
6684,6685,8906,2023-06-24,Shoes,Electronics,15,997.88,Credit Card,Returned,Delhi,14968.2,2023,6,24
6685,6686,2447,2024-09-21,Mobile,Electronics,19,501.31,Debit Card,Completed,Delhi,9524.89,2024,9,21
6687,6688,9106,2023-12-25,Watch,Electronics,6,1699.45,Cash,Completed,Delhi,10196.7,2023,12,25
6689,6690,7952,2024-03-27,Mobile,Electronics,8,2038.46,Credit Card,Returned,Mumbai,16307.68,2024,3,27
6691,6692,6402,2023-07-22,Watch,Electronics,18,464.47,UPI,Completed,Hyderabad,8360.46,2023,7,22
6695,6696,7085,2024-12-19,Mobile,Electronics,12,731.22,Credit Card,Completed,Kolkata,8774.64,2024,12,19
6701,6702,4253,2024-10-21,Camera,Electronics,5,1717.84,Credit Card,Returned,Hyderabad,8589.2,2024,10,21
6703,6704,7957,2023-11-30,Mobile,Electronics,22,2152.95,Cash,Cancelled,Chennai,47364.9,2023,11,30
6704,6705,1766,2024-09-02,TV,Electronics,24,874.94,Credit Card,Completed,Chennai,20998.56,2024,9,2
6715,6716,8795,2024-01-13,Shoes,Electronics,20,2376.98,Credit Card,Cancelled,Delhi,47539.6,2024,1,13
6720,6721,3555,2023-06-05,Mobile,Electronics,8,1486.93,Debit Card,Completed,Kolkata,11895.44,2023,6,5
6739,6740,5179,2023-08-17,Laptop,Electronics,21,234.42,Credit Card,Completed,Delhi,4922.82,2023,8,17
6741,6742,4237,2024-04-29,Watch,Electronics,22,983.16,Credit Card,Cancelled,Mumbai,21629.52,2024,4,29
6745,6746,3971,2024-05-11,Laptop,Electronics,5,2083.55,UPI,Completed,Pune,10417.75,2024,5,11
6747,6748,4345,2024-07-17,Camera,Electronics,21,2234.32,Credit Card,Completed,Kolkata,46920.72,2024,7,17
6755,6756,9266,2023-04-07,Shoes,Electronics,8,2115.2,Cash,Completed,Hyderabad,16921.6,2023,4,7
6756,6757,1294,2024-05-19,Camera,Electronics,18,1658.29,PayPal,Completed,Delhi,29849.22,2024,5,19
6760,6761,2109,2023-10-07,Watch,Electronics,5,1292.85,Cash,Completed,Bangalore,6464.25,2023,10,7
6767,6768,9712,2024-04-24,Camera,Electronics,3,2322.05,Cash,Completed,Bangalore,6966.15,2024,4,24
6769,6770,6538,2024-01-06,Camera,Electronics,10,818.56,Cash,Completed,Chennai,8185.6,2024,1,6
6773,6774,5607,2023-04-27,Headphones,Electronics,9,1530.55,Debit Card,Returned,Pune,13774.95,2023,4,27
6775,6776,2541,2024-08-06,Tablet,Electronics,8,1216.37,Cash,Completed,Mumbai,9730.96,2024,8,6
6778,6779,4083,2023-03-28,TV,Electronics,18,2245.18,UPI,Completed,Bangalore,40413.24,2023,3,28
6784,6785,3972,2023-05-20,TV,Electronics,20,1367.84,Cash,Completed,Pune,27356.8,2023,5,20
6788,6789,6275,2024-01-03,Tablet,Electronics,4,2068.1,UPI,Completed,Hyderabad,8272.4,2024,1,3
6794,6795,9420,2023-02-20,Laptop,Electronics,19,266.96,PayPal,Completed,Kolkata,5072.24,2023,2,20
6796,6797,2313,2023-02-12,Watch,Electronics,6,770.32,PayPal,Cancelled,Chennai,4621.92,2023,2,12
6802,6803,1320,2023-03-26,Watch,Electronics,22,1616.38,UPI,Completed,Delhi,35560.36,2023,3,26
6804,6805,1555,2024-12-05,Laptop,Electronics,5,1208.99,Debit Card,Completed,Pune,6044.95,2024,12,5
6805,6806,5939,2023-01-30,Watch,Electronics,21,1869.19,Credit Card,Cancelled,Delhi,39252.99,2023,1,30
6814,6815,8373,2023-08-02,Shoes,Electronics,13,1428.52,PayPal,Completed,Pune,18570.76,2023,8,2
6818,6819,9809,2024-08-15,Mobile,Electronics,17,2270.52,Credit Card,Completed,Hyderabad,38598.84,2024,8,15
6821,6822,7452,2023-06-30,Laptop,Electronics,18,1312.38,Debit Card,Completed,Hyderabad,23622.84,2023,6,30
6823,6824,8642,2023-06-14,Watch,Electronics,15,2286.26,PayPal,Completed,Mumbai,34293.9,2023,6,14
6832,6833,4078,2023-12-23,Tablet,Electronics,20,301.49,Debit Card,Completed,Mumbai,6029.8,2023,12,23
6838,6839,6609,2024-12-03,Mobile,Electronics,7,2332.04,UPI,Completed,Chennai,16324.28,2024,12,3
6839,6840,3001,2024-06-30,Headphones,Electronics,19,1251.94,Credit Card,Completed,Pune,23786.86,2024,6,30
6845,6846,7523,2023-10-21,Watch,Electronics,4,2476.03,Credit Card,Cancelled,Chennai,9904.12,2023,10,21
6846,6847,9074,2024-06-20,Tablet,Electronics,16,844.49,PayPal,Completed,Pune,13511.84,2024,6,20
6847,6848,1834,2024-12-06,Mobile,Electronics,7,1562.2,Credit Card,Completed,Hyderabad,10935.4,2024,12,6
6850,6851,3413,2024-04-10,Headphones,Electronics,2,2437.78,Debit Card,Completed,Kolkata,4875.56,2024,4,10
6851,6852,6993,2024-09-09,Tablet,Electronics,19,1135.73,Debit Card,Completed,Chennai,21578.87,2024,9,9
6852,6853,5498,2024-06-02,TV,Electronics,13,1919.56,Cash,Completed,Pune,24954.28,2024,6,2
6853,6854,3105,2024-11-19,Watch,Electronics,14,983.03,Cash,Completed,Delhi,13762.42,2024,11,19
6862,6863,9526,2023-08-07,Watch,Electronics,7,633.0,Credit Card,Completed,Chennai,4431.0,2023,8,7
6865,6866,5419,2024-05-16,Camera,Electronics,13,1487.97,PayPal,Completed,Kolkata,19343.61,2024,5,16
6866,6867,8314,2024-05-23,Watch,Electronics,5,1700.51,PayPal,Completed,Hyderabad,8502.55,2024,5,23
6868,6869,1212,2024-10-15,Watch,Electronics,9,829.91,Cash,Completed,Bangalore,7469.19,2024,10,15
6872,6873,6141,2023-02-06,TV,Electronics,12,1372.24,Credit Card,Completed,Mumbai,16466.88,2023,2,6
6875,6876,9296,2023-05-06,Shoes,Electronics,9,1762.43,UPI,Cancelled,Hyderabad,15861.87,2023,5,6
6878,6879,4845,2023-12-03,Camera,Electronics,8,2035.77,Credit Card,Completed,Delhi,16286.16,2023,12,3
6887,6888,1235,2023-05-26,Shoes,Electronics,23,2489.2,UPI,Completed,Mumbai,57251.6,2023,5,26
6890,6891,2888,2024-04-02,TV,Electronics,6,1165.23,Cash,Completed,Mumbai,6991.38,2024,4,2
6900,6901,2823,2023-07-11,Laptop,Electronics,18,261.64,Debit Card,Returned,Pune,4709.52,2023,7,11
6901,6902,7852,2023-10-02,Camera,Electronics,19,947.18,PayPal,Completed,Mumbai,17996.42,2023,10,2
6904,6905,7519,2023-06-04,Camera,Electronics,13,1134.89,Credit Card,Completed,Pune,14753.57,2023,6,4
6905,6906,2777,2024-11-22,Mobile,Electronics,5,1145.35,Credit Card,Cancelled,Chennai,5726.75,2024,11,22
6906,6907,2222,2024-08-14,Shoes,Electronics,11,1915.71,UPI,Completed,Mumbai,21072.81,2024,8,14
6915,6916,2325,2024-02-05,Camera,Electronics,16,1857.27,PayPal,Cancelled,Hyderabad,29716.32,2024,2,5
6926,6927,2569,2023-01-21,Tablet,Electronics,6,2109.88,Debit Card,Completed,Hyderabad,12659.28,2023,1,21
6932,6933,6997,2023-04-22,TV,Electronics,5,835.95,Credit Card,Cancelled,Hyderabad,4179.75,2023,4,22
6941,6942,4845,2023-01-31,Camera,Electronics,5,1963.48,Cash,Returned,Bangalore,9817.4,2023,1,31
6947,6948,9424,2023-09-29,TV,Electronics,23,1415.68,PayPal,Completed,Hyderabad,32560.64,2023,9,29
6948,6949,3242,2024-12-12,TV,Electronics,20,1387.57,Cash,Returned,Kolkata,27751.4,2024,12,12
6952,6953,9880,2024-07-25,Camera,Electronics,13,1889.86,Credit Card,Cancelled,Kolkata,24568.18,2024,7,25
6957,6958,1823,2023-08-31,Laptop,Electronics,18,780.6,Debit Card,Completed,Mumbai,14050.8,2023,8,31
6963,6964,9989,2024-12-24,Tablet,Electronics,24,284.98,Credit Card,Completed,Delhi,6839.52,2024,12,24
6968,6969,3902,2024-11-04,Tablet,Electronics,18,2214.52,UPI,Completed,Mumbai,39861.36,2024,11,4
6969,6970,4718,2024-11-01,Camera,Electronics,9,1247.28,PayPal,Completed,Kolkata,11225.52,2024,11,1
6970,6971,1021,2023-06-09,TV,Electronics,21,191.19,PayPal,Cancelled,Pune,4014.99,2023,6,9
6972,6973,4641,2024-07-11,TV,Electronics,12,1036.19,Debit Card,Cancelled,Kolkata,12434.28,2024,7,11
6980,6981,5335,2023-10-09,Tablet,Electronics,7,1463.21,Cash,Completed,Chennai,10242.47,2023,10,9
6984,6985,9536,2023-09-20,Mobile,Electronics,13,1495.78,Cash,Completed,Chennai,19445.14,2023,9,20
6986,6987,8595,2023-12-02,Camera,Electronics,10,2394.18,Cash,Completed,Hyderabad,23941.8,2023,12,2
6989,6990,9817,2023-09-05,Shoes,Electronics,21,1929.01,UPI,Completed,Bangalore,40509.21,2023,9,5
7003,7004,2764,2024-07-10,TV,Electronics,11,2349.86,Cash,Cancelled,Delhi,25848.46,2024,7,10
7005,7006,5458,2024-11-22,Laptop,Electronics,12,1261.9,PayPal,Returned,Kolkata,15142.8,2024,11,22
7006,7007,1667,2024-09-09,Tablet,Electronics,12,626.44,Cash,Completed,Bangalore,7517.28,2024,9,9
7007,7008,4370,2024-02-23,Laptop,Electronics,17,659.72,Cash,Cancelled,Hyderabad,11215.24,2024,2,23
7010,7011,9290,2024-12-02,TV,Electronics,17,1715.3,Credit Card,Completed,Delhi,29160.1,2024,12,2
7011,7012,5070,2024-04-13,Laptop,Electronics,11,728.9,Cash,Completed,Bangalore,8017.9,2024,4,13
7012,7013,7982,2024-10-02,Headphones,Electronics,21,2324.07,UPI,Completed,Kolkata,48805.47,2024,10,2
7014,7015,6599,2023-07-24,Mobile,Electronics,15,2056.52,Credit Card,Completed,Hyderabad,30847.8,2023,7,24
7018,7019,9789,2024-10-23,Watch,Electronics,13,2374.65,Credit Card,Cancelled,Mumbai,30870.45,2024,10,23
7027,7028,2159,2024-11-26,TV,Electronics,22,430.1,PayPal,Returned,Chennai,9462.2,2024,11,26
7033,7034,6695,2024-07-10,Watch,Electronics,24,515.35,Cash,Completed,Chennai,12368.4,2024,7,10
7036,7037,7163,2024-04-01,Camera,Electronics,21,353.66,PayPal,Completed,Hyderabad,7426.86,2024,4,1
7040,7041,3423,2023-08-12,Watch,Electronics,24,1349.74,Cash,Completed,Pune,32393.76,2023,8,12
7047,7048,4515,2023-05-10,Mobile,Electronics,11,854.3,Debit Card,Returned,Pune,9397.3,2023,5,10
7054,7055,5491,2024-06-22,Tablet,Electronics,11,1581.14,Credit Card,Completed,Mumbai,17392.54,2024,6,22
7061,7062,5211,2024-02-16,Tablet,Electronics,18,2006.53,Debit Card,Completed,Pune,36117.54,2024,2,16
7062,7063,1225,2024-08-23,Mobile,Electronics,9,1556.72,Cash,Completed,Bangalore,14010.48,2024,8,23
7065,7066,2341,2024-06-25,Laptop,Electronics,17,708.11,Cash,Completed,Hyderabad,12037.87,2024,6,25
7066,7067,5036,2023-01-09,Laptop,Electronics,12,1752.42,Cash,Returned,Pune,21029.04,2023,1,9
7069,7070,4928,2023-07-23,Headphones,Electronics,4,1220.68,Credit Card,Completed,Hyderabad,4882.72,2023,7,23
7070,7071,3803,2024-05-14,Tablet,Electronics,6,825.96,UPI,Returned,Chennai,4955.76,2024,5,14
7073,7074,7839,2024-02-05,TV,Electronics,5,2214.34,UPI,Completed,Delhi,11071.7,2024,2,5
7082,7083,8605,2023-09-24,Mobile,Electronics,13,1956.89,UPI,Completed,Chennai,25439.57,2023,9,24
7086,7087,5134,2024-03-14,Headphones,Electronics,16,1188.1,UPI,Completed,Mumbai,19009.6,2024,3,14
7099,7100,8379,2023-04-30,Tablet,Electronics,11,659.29,Credit Card,Completed,Mumbai,7252.19,2023,4,30
7104,7105,4985,2024-05-30,Camera,Electronics,4,2224.94,Credit Card,Completed,Hyderabad,8899.76,2024,5,30
7107,7108,3362,2024-01-09,Mobile,Electronics,24,695.12,Credit Card,Completed,Pune,16682.88,2024,1,9
7108,7109,3224,2024-03-18,Camera,Electronics,19,258.29,Credit Card,Completed,Kolkata,4907.51,2024,3,18
7112,7113,9073,2024-12-09,Tablet,Electronics,19,2266.61,Credit Card,Cancelled,Bangalore,43065.59,2024,12,9
7121,7122,7642,2024-11-28,Mobile,Electronics,18,1704.65,Debit Card,Returned,Hyderabad,30683.7,2024,11,28
7123,7124,5357,2023-10-06,Headphones,Electronics,22,1319.49,UPI,Completed,Bangalore,29028.78,2023,10,6
7128,7129,1877,2024-12-28,Headphones,Electronics,11,1667.7,PayPal,Completed,Delhi,18344.7,2024,12,28
7129,7130,3870,2023-12-21,Shoes,Electronics,16,1911.76,Debit Card,Completed,Bangalore,30588.16,2023,12,21
7131,7132,9728,2023-05-05,Camera,Electronics,8,1176.19,Debit Card,Returned,Bangalore,9409.52,2023,5,5
7133,7134,1233,2024-12-08,Camera,Electronics,8,1271.19,Debit Card,Cancelled,Kolkata,10169.52,2024,12,8
7135,7136,3272,2024-04-03,Mobile,Electronics,24,2295.5,PayPal,Completed,Delhi,55092.0,2024,4,3
7139,7140,7154,2023-12-03,TV,Electronics,16,592.5,Debit Card,Completed,Hyderabad,9480.0,2023,12,3
7142,7143,5542,2024-12-18,TV,Electronics,16,1168.26,UPI,Completed,Hyderabad,18692.16,2024,12,18
7146,7147,3488,2024-01-09,Headphones,Electronics,15,1400.85,Debit Card,Completed,Bangalore,21012.75,2024,1,9
7153,7154,8520,2024-08-05,Watch,Electronics,4,1737.0,UPI,Completed,Delhi,6948.0,2024,8,5
7160,7161,1028,2023-03-15,Camera,Electronics,6,1433.08,UPI,Completed,Hyderabad,8598.48,2023,3,15
7162,7163,8756,2023-12-12,Headphones,Electronics,12,1140.77,PayPal,Returned,Mumbai,13689.24,2023,12,12
7173,7174,1572,2023-10-25,Watch,Electronics,18,1256.51,Cash,Completed,Hyderabad,22617.18,2023,10,25
7182,7183,2721,2024-12-22,Camera,Electronics,18,1264.02,Credit Card,Completed,Chennai,22752.36,2024,12,22
7183,7184,2349,2024-01-19,Laptop,Electronics,24,572.45,Credit Card,Returned,Pune,13738.8,2024,1,19
7186,7187,5260,2024-03-26,Shoes,Electronics,6,2167.17,Cash,Completed,Bangalore,13003.02,2024,3,26
7191,7192,4845,2023-09-14,Shoes,Electronics,8,521.56,PayPal,Completed,Delhi,4172.48,2023,9,14
7200,7201,9168,2024-04-11,Watch,Electronics,6,2185.02,Credit Card,Completed,Hyderabad,13110.12,2024,4,11
7206,7207,8065,2024-05-12,Mobile,Electronics,8,1865.17,Credit Card,Completed,Chennai,14921.36,2024,5,12
7213,7214,2877,2023-04-12,TV,Electronics,16,1987.88,Debit Card,Completed,Bangalore,31806.08,2023,4,12
7215,7216,6780,2024-01-09,Watch,Electronics,15,2409.12,PayPal,Completed,Mumbai,36136.8,2024,1,9
7228,7229,5508,2023-05-03,Camera,Electronics,18,1968.82,PayPal,Completed,Mumbai,35438.76,2023,5,3
7243,7244,5798,2024-10-24,Mobile,Electronics,13,2034.54,PayPal,Completed,Kolkata,26449.02,2024,10,24
7245,7246,3986,2024-10-31,Watch,Electronics,14,371.19,Debit Card,Cancelled,Delhi,5196.66,2024,10,31
7246,7247,1400,2023-06-23,TV,Electronics,19,619.12,UPI,Completed,Mumbai,11763.28,2023,6,23
7254,7255,4768,2024-01-05,TV,Electronics,19,1009.9,Debit Card,Completed,Bangalore,19188.1,2024,1,5
7260,7261,5311,2023-09-09,TV,Electronics,5,1045.03,Debit Card,Completed,Bangalore,5225.15,2023,9,9
7266,7267,9325,2023-08-31,Mobile,Electronics,5,1769.25,PayPal,Completed,Hyderabad,8846.25,2023,8,31
7275,7276,9444,2024-02-21,Tablet,Electronics,14,941.73,Debit Card,Completed,Delhi,13184.22,2024,2,21
7283,7284,4241,2024-03-27,Headphones,Electronics,16,2007.74,Debit Card,Completed,Chennai,32123.84,2024,3,27
7284,7285,4057,2023-07-09,Watch,Electronics,9,2227.31,UPI,Completed,Hyderabad,20045.79,2023,7,9
7285,7286,1550,2023-06-08,Shoes,Electronics,7,1950.23,Debit Card,Completed,Chennai,13651.61,2023,6,8
7288,7289,2587,2023-03-01,Tablet,Electronics,5,913.11,Debit Card,Returned,Pune,4565.55,2023,3,1
7290,7291,6260,2024-11-29,Mobile,Electronics,4,2302.81,Debit Card,Returned,Kolkata,9211.24,2024,11,29
7294,7295,6406,2023-03-09,Headphones,Electronics,7,2067.1,Credit Card,Completed,Delhi,14469.7,2023,3,9
7297,7298,7843,2024-01-22,Watch,Electronics,17,1533.93,Debit Card,Completed,Pune,26076.81,2024,1,22
7299,7300,4301,2024-11-14,Watch,Electronics,18,1414.78,PayPal,Completed,Mumbai,25466.04,2024,11,14
7303,7304,9795,2024-08-22,Headphones,Electronics,3,1683.49,Debit Card,Cancelled,Hyderabad,5050.47,2024,8,22
7304,7305,6257,2024-01-04,Watch,Electronics,24,589.81,PayPal,Completed,Pune,14155.44,2024,1,4
7309,7310,9791,2023-03-29,Headphones,Electronics,6,1228.87,PayPal,Completed,Mumbai,7373.22,2023,3,29
7314,7315,3886,2024-08-03,Tablet,Electronics,20,1406.08,Debit Card,Completed,Bangalore,28121.6,2024,8,3
7339,7340,2834,2023-05-24,Mobile,Electronics,12,2419.47,UPI,Completed,Kolkata,29033.64,2023,5,24
7342,7343,5944,2024-03-23,Camera,Electronics,3,2320.12,UPI,Cancelled,Chennai,6960.36,2024,3,23
7348,7349,7121,2024-08-30,Mobile,Electronics,9,592.29,UPI,Completed,Mumbai,5330.61,2024,8,30
7351,7352,7697,2024-08-20,Mobile,Electronics,20,1763.43,Debit Card,Completed,Mumbai,35268.6,2024,8,20
7360,7361,4201,2024-06-14,Camera,Electronics,21,1499.26,Credit Card,Completed,Delhi,31484.46,2024,6,14
7382,7383,3511,2023-08-19,Shoes,Electronics,14,2384.97,PayPal,Completed,Kolkata,33389.58,2023,8,19
7389,7390,4196,2024-10-20,Camera,Electronics,4,1873.35,UPI,Completed,Kolkata,7493.4,2024,10,20
7391,7392,3261,2023-07-20,Watch,Electronics,13,931.26,Debit Card,Returned,Pune,12106.38,2023,7,20
7392,7393,9572,2024-08-05,TV,Electronics,17,525.8,Debit Card,Returned,Pune,8938.6,2024,8,5
7403,7404,7849,2024-01-27,Tablet,Electronics,17,1396.58,UPI,Cancelled,Mumbai,23741.86,2024,1,27
7413,7414,3440,2024-01-02,Laptop,Electronics,11,868.35,UPI,Returned,Chennai,9551.85,2024,1,2
7415,7416,2646,2023-01-01,Camera,Electronics,8,1825.95,UPI,Completed,Bangalore,14607.6,2023,1,1
7417,7418,6956,2024-11-28,Camera,Electronics,3,1527.61,Debit Card,Completed,Delhi,4582.83,2024,11,28
7423,7424,5331,2024-09-20,Tablet,Electronics,21,2005.07,Credit Card,Cancelled,Bangalore,42106.47,2024,9,20
7427,7428,8036,2024-01-12,Watch,Electronics,24,1537.81,Debit Card,Completed,Kolkata,36907.44,2024,1,12
7429,7430,6938,2024-09-01,Headphones,Electronics,9,674.65,Debit Card,Completed,Pune,6071.85,2024,9,1
7431,7432,5677,2023-06-18,Watch,Electronics,9,2121.43,Debit Card,Completed,Bangalore,19092.87,2023,6,18
7433,7434,5264,2024-02-28,TV,Electronics,19,1843.03,Cash,Completed,Kolkata,35017.57,2024,2,28
7434,7435,4133,2024-10-21,Headphones,Electronics,6,1322.22,Cash,Completed,Pune,7933.32,2024,10,21
7442,7443,5541,2024-05-15,TV,Electronics,17,1400.49,Debit Card,Completed,Chennai,23808.33,2024,5,15
7445,7446,5521,2024-08-22,Tablet,Electronics,5,1020.45,Credit Card,Completed,Pune,5102.25,2024,8,22
7454,7455,8232,2023-01-14,TV,Electronics,15,2064.75,UPI,Completed,Kolkata,30971.25,2023,1,14
7458,7459,9111,2024-01-19,Laptop,Electronics,19,904.33,Credit Card,Completed,Chennai,17182.27,2024,1,19
7470,7471,4391,2023-07-28,Camera,Electronics,21,461.7,UPI,Completed,Mumbai,9695.7,2023,7,28
7471,7472,7942,2023-05-23,Headphones,Electronics,8,1543.08,Debit Card,Cancelled,Chennai,12344.64,2023,5,23
7484,7485,1889,2024-09-11,Camera,Electronics,17,1026.56,Debit Card,Completed,Kolkata,17451.52,2024,9,11
7487,7488,4531,2023-07-25,Laptop,Electronics,13,706.26,Credit Card,Completed,Bangalore,9181.38,2023,7,25
7490,7491,4349,2024-08-30,Headphones,Electronics,12,2194.59,Debit Card,Completed,Chennai,26335.08,2024,8,30
7493,7494,1349,2024-05-15,Watch,Electronics,22,654.29,PayPal,Completed,Pune,14394.38,2024,5,15
7495,7496,4377,2023-07-19,Camera,Electronics,17,1338.58,Debit Card,Returned,Mumbai,22755.86,2023,7,19
7497,7498,8694,2023-07-19,Watch,Electronics,11,1315.32,PayPal,Completed,Bangalore,14468.52,2023,7,19
7503,7504,7772,2023-10-04,Laptop,Electronics,13,1928.16,UPI,Completed,Mumbai,25066.08,2023,10,4
7506,7507,1788,2024-10-16,Headphones,Electronics,17,399.46,Cash,Cancelled,Bangalore,6790.82,2024,10,16
7508,7509,3889,2023-03-17,Watch,Electronics,13,1686.29,UPI,Cancelled,Bangalore,21921.77,2023,3,17
7513,7514,8612,2023-04-27,Tablet,Electronics,13,337.49,PayPal,Completed,Pune,4387.37,2023,4,27
7514,7515,3492,2023-08-28,Headphones,Electronics,11,1268.04,Debit Card,Completed,Chennai,13948.44,2023,8,28
7521,7522,5047,2023-08-06,Watch,Electronics,5,1398.87,Debit Card,Cancelled,Hyderabad,6994.35,2023,8,6
7530,7531,7302,2023-11-21,TV,Electronics,18,242.1,Credit Card,Completed,Kolkata,4357.8,2023,11,21
7552,7553,3024,2023-04-05,Mobile,Electronics,23,951.97,Credit Card,Cancelled,Delhi,21895.31,2023,4,5
7554,7555,3486,2024-12-23,Watch,Electronics,14,1689.62,Credit Card,Completed,Kolkata,23654.68,2024,12,23
